Função,Nome,Associação,Perfil de arbitragem FIFA 2026,Como avaliar individualmente,Fonte,rigor_cartoes_simulado_0_10,fluidez_jogo_simulada_0_10,var_intervencao_simulada_0_10,penalti_tendencia_simulada_0_10,observacao_simulacao
Assistant Referee,AL HAMMADI Mohamed,UAE,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.6,6.4,6.9,5.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,AL KALAF Mohammad,JOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.8,4.9,5.5,4.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,AL MAQALEH Saoud,QAT,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.8,7.4,5.1,4.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,AL MARRI Taleb,QAT,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.2,7.6,7.7,5.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,AL ROALLE Ahmad,JOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.2,5.2,6.3,7.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ARFA Lyes,CAN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.6,4.9,7.1,6.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ATKINS Kyle,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,8.1,7.2,5.3,5.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BARREIRO Carlos,URU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.1,4.7,5.3,7.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BARWEGEN Micheal,CAN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.1,7.8,5.2,5.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BASHEVKIN Isaak,NOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.3,5.5,6.7,6.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,KUPSIK Adam,POL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.5,5.6,6.9,5.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BEIGI Mahbod,SWE,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.4,6.3,8.0,4.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BELATTI Juan Pablo,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,8.0,7.0,7.3,6.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BESWICK Gary,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.8,4.8,5.9,5.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BINDONI Daniele,ITA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.1,7.2,8.0,5.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BISGUERRA Marco,MEX,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.2,6.2,7.1,5.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BRINSI Zakaria,MAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.7,7.5,5.5,4.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BRUNO BOSCHILIA,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.3,7.4,7.0,7.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BRUNO PIRES,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.0,6.7,5.0,4.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,BURT Stuart,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.3,5.2,6.7,4.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,CARDOZO Eduardo,PAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.1,7.6,6.0,5.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,CHADE Gabriel,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.9,6.9,7.5,5.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DANILO MANIS,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.6,6.1,6.4,5.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DANOS Nicolas,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.6,5.3,7.1,4.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DE ALMEIDA Stephane,SUI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.8,5.6,7.6,4.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DE VRIES Jan,NED,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.7,4.5,7.0,4.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DEL YESSO Maximiliano,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.9,7.7,6.9,7.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DIETZ Christian,GER,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.1,7.9,7.9,6.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,DITSOGA Boris,GAB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.4,7.9,7.1,5.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ENGAN Jan Erik,NOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.2,4.8,7.0,4.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,FIGUEIREDO Rodrigo,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.2,7.2,5.9,6.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,GAYNULLIN Timur,UZB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.3,4.9,7.2,6.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,GOURARI Mokrane,ALG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.3,4.9,8.1,5.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,GUZMAN Alexander,COL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.0,5.3,7.0,6.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,HOSSAM TAHA Ahmed,EGY,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.2,7.4,6.6,5.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,JERSON SANTOS,ANG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.8,5.4,5.2,5.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,JESUS Bruno,POR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.5,6.7,7.7,5.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,KEMPTER Robert,GER,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.7,4.6,7.0,6.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,KLANCNIK Tomaz,SVN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.9,6.2,6.1,6.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,KOVACIC Andraz,SVN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.3,8.0,6.8,4.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,LAKRINDIS George,AUS,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.6,7.1,6.4,4.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,LINDSAY James,AUS,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.7,4.9,8.0,6.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,LISTKIEWICZ Tomasz,POL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.8,7.7,6.8,6.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,LOPEZ Walter,HON,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.0,7.1,6.5,7.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MAIA Luciano,POR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.4,6.3,6.0,5.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MAINWARING James,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.2,4.5,7.5,4.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MARICA Mihai,ROU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.4,7.9,5.7,6.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MAYO Brooke,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,8.0,6.4,7.9,5.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MIHARA Jun,JPN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,7.9,5.1,4.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MORA Juan Carlos,CRC,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.7,6.9,6.0,6.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MORAN David,SLV,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.6,6.2,6.6,6.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MORENO Tulio,VEN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,8.1,7.7,5.1,4.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MORIN Alberto,MEX,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.2,7.6,4.9,5.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,MUGNIER Cyril,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.4,7.6,6.6,6.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,NARANJO PEREZ Jose Enrique,ESP,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.6,7.1,6.8,6.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,NAVARRO Cristian,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.9,6.2,6.6,6.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,NESBITT Kathryn,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,7.2,5.3,7.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,NOUPUE Elvis,CMR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.7,6.4,5.0,4.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,NUNN Adam,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.8,6.1,7.4,7.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ORUE Michael,PER,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.0,5.7,7.3,6.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,PAGES Benjamin,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.3,6.0,6.5,6.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,PARKER Corey,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,6.3,8.0,5.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,PUPIRO Antonio,NCA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.2,7.4,5.6,4.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,RAFAEL ALVES,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.7,6.6,6.6,4.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
