Função,Nome,Associação,Perfil de arbitragem FIFA 2026,Como avaliar individualmente,Fonte
Assistant Referee,BRUNO BOSCHILIA,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BRUNO PIRES,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,BURT Stuart,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,CARDOZO Eduardo,PAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,CHADE Gabriel,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DANILO MANIS,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DANOS Nicolas,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DE ALMEIDA Stephane,SUI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DE VRIES Jan,NED,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DEL YESSO Maximiliano,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DIETZ Christian,GER,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,DITSOGA Boris,GAB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ENGAN Jan Erik,NOR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,FIGUEIREDO Rodrigo,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,GAYNULLIN Timur,UZB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,GOURARI Mokrane,ALG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,GUZMAN Alexander,COL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,HOSSAM TAHA Ahmed,EGY,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,JERSON SANTOS,ANG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,JESUS Bruno,POR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,KEMPTER Robert,GER,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,KLANCNIK Tomaz,SVN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,KOVACIC Andraz,SVN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,LAKRINDIS George,AUS,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,LINDSAY James,AUS,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,LISTKIEWICZ Tomasz,POL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,LOPEZ Walter,HON,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MAIA Luciano,POR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MAINWARING James,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MARICA Mihai,ROU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MAYO Brooke,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MIHARA Jun,JPN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MORA Juan Carlos,CRC,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MORAN David,SLV,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MORENO Tulio,VEN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MORIN Alberto,MEX,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,MUGNIER Cyril,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,NARANJO PEREZ Jose Enrique,ESP,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,NAVARRO Cristian,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,NESBITT Kathryn,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,NOUPUE Elvis,CMR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,NUNN Adam,ENG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ORUE Michael,PER,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,PAGES Benjamin,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,PARKER Corey,USA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,PUPIRO Antonio,NCA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,RAFAEL ALVES,BRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,RAHMOUNI Mehdi,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,RAMIREZ Christian,HON,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,RAMIREZ Sandra,MEX,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,RETAMAL Jose,CHI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ROCHA Miguel,CHI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,RODRIGUEZ Facundo,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,SALDIVAR Milciades,PAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,SANCHEZ Diego,ESP,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,SIWELA Zakhele,RSA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,SODERKVIST Andreas,SWE,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,STEEGSTRA Hessel,NED,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,TARAN Nicolas,URU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,TEGONI Alberto,ITA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,TREVIS Isaac,NZL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,TSAPENKO Andrey,UZB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,TUNYOGI Ferencz,ROU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,URREGO Jorge,VEN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,WALES Caleb,TRI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ZERHOUNI Abbes Akram,ALG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Assistant Referee,ZHOU Fei,CHN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,AL-MARRI Khamis,QAT,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,ALSHEHRI Abdullah,KSA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,ASHOUR Mahmoud,EGY,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,BEBEK Ivan,CRO,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,BRISARD Jerome,FRA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,DANKERT Bastian,GER,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,DEL CERRO GRANDE Carlos,ESP,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,DELAJOD Willy,FRA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,DI BELLO Marco,ITA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,DICKERSON Joe,USA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,EL FARIQ Hamza,MAR,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,EVANS Shaun,AUS,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,FU Ming,CHN,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,GALLO Nicolas,COL,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
